6.367043573031167192e+00 -2.488575029220478882e+03
1.480644737090337415e+01 -3.815515231642024901e+03
1.756008001017577769e+01 -4.610928860044315115e+03
3.530464467298569886e+00 -1.819077070796502539e+03
1.359212491157141578e+01 -3.747955958838308561e+03
2.367224488240568547e+01 -6.094184004283590184e+03
2.115257616110783090e+01 -5.107995102652083006e+03
1.504900083018533330e+01 -4.222855386937048024e+03
1.548882833694253947e+01 -3.800256171721879127e+03
1.430099164336917461e+01 -3.735375866672794018e+03
1.315043687350975077e+01 -3.896337267900045845e+03
1.421609032842257214e+01 -4.099694981911075956e+03
1.607666541169894936e+00 -7.632433775671088370e+02
4.800784130067646593e+00 -2.184734787457216953e+03
2.743739896180020921e+01 -6.293797073295043447e+03
2.493039280060113683e+01 -6.183988283744451110e+03
1.640889762361635462e+01 -4.434279617792043609e+03
2.372886273649586997e+01 -5.829965236788632865e+03
1.473312905314847399e+01 -3.730713876161913504e+03
1.477881676634176067e+01 -3.751425194374368857e+03
2.895036137563020873e+01 -6.723685685087032653e+03
1.926469576411076901e+01 -4.701027782256635874e+03
1.915219535850402011e+01 -4.691326596411542596e+03
8.019227303338997359e+00 -2.434523730431739295e+03
1.689356033211202401e+01 -4.146714773027991214e+03
1.804167344972401210e+01 -4.358765533825013335e+03
1.583941145685717800e+01 -4.258838824699872021e+03
1.872833781484435534e+01 -4.633089395479889390e+03
2.025866469157515937e+01 -5.008968492762180176e+03
1.163179891183152215e+01 -3.257258593299251061e+03
9.364509835859193387e+00 -2.884642455736932334e+03
8.935381041750003916e+00 -2.935848319071910282e+03
7.870652066518253775e+00 -5.899510699866323193e+02
1.503739684519671549e+01 -3.951404129412589100e+03
1.623187747572501394e+01 -3.878784609544537034e+03
1.481281060791595294e+01 -3.993368648633325847e+03
1.912987339625033556e+01 -4.861388378944055148e+03
1.298735703160503974e+01 -3.716561980969242086e+03
1.145716276774599862e+01 -3.771603043197737406e+03
4.109654052792697243e+00 -1.573956880823767733e+03
1.789053494364722496e+01 -4.959557823871428809e+03
1.626151822636573741e+01 -4.152838680255188592e+03
2.662963918900408089e+01 -6.489380685501560038e+03
1.331294917832235214e+01 -3.585993008389326860e+03
4.172925030965012994e+00 -1.949576146040804588e+03
1.641972967905149616e+01 -3.902351889476450197e+03
2.670400000611350677e+01 -6.403323243226559498e+03
1.778653025709629887e+01 -4.518624212791275568e+03
2.961664381646221500e+01 -7.073751883714967335e+03
4.633230881302342397e+00 -2.082003070242659760e+03
3.100590708315167809e+00 -2.022470079303209786e+03
2.502574593451091189e+01 -4.663271210813838479e+03
2.530607468670736182e+01 -6.261451782439475210e+03
2.413007650035580820e+00 -1.572198576512656246e+03
2.204429065068392646e+00 -1.716415452099090999e+03
2.051340747117294327e+01 -3.912926293506781803e+03
1.760871648752718954e+01 -4.420371765989129017e+03
2.157775999814262491e+01 -5.205683174054968731e+03
2.751518604563425185e+01 -6.600419817235181654e+03
2.454651949995279736e+01 -6.241577852849819465e+03
1.070365658176792678e+01 -3.109662802772412306e+03
2.545143675979874942e+01 -6.147278590172076292e+03
1.119138199823230195e+01 -2.990922613485897273e+03
1.513667655262077361e+01 -4.129475894140597120e+03
4.348831081156795619e+00 -2.041074011112157905e+03
1.425946133942275473e+01 -4.011490894187722461e+03
9.518420460167151376e+00 -3.025708010095161171e+03
5.882800006249574665e+00 -2.149515922390790820e+03
1.577890373373576161e+01 -3.617984638413161520e+03
1.256342494055342840e+01 -2.905009430572459678e+03
9.459623316175850505e+00 -2.841859658475050765e+03
2.879589320486889648e+01 -6.978272605404395108e+03
1.612844382798258813e+00 -1.585238295364682926e+03
2.515526814586822724e+01 -5.847499157466645556e+03
1.193355637849277251e+01 -3.367104098829239319e+03
3.423419013734390060e+00 -2.010533009679274073e+03
1.160883788951510631e+01 -8.140448034855035075e+01
1.242400821463636262e+01 -3.308528106393987855e+03
1.608491479286269765e+01 -3.963072462508599074e+03
1.182104744323485512e+01 -3.408369276736842039e+03
2.486741495128749690e+01 -5.766386546355151950e+03
2.514787967819284731e+01 -2.306669762088857624e+03
8.303502379555514068e+00 -2.509058742959756728e+03
1.710129885676804662e+01 -3.364343675698861261e+03
6.108656205340396994e+00 -2.165024853334038198e+03
2.513962800457068170e+01 -6.395953337989152715e+03
2.033797314012294066e+01 -4.227673645071661667e+03
1.124828206614365556e+01 -2.454159718552557024e+03
1.274577666089032313e+01 -3.355574761808185031e+03
1.426483645517031640e+01 -4.084269068981752298e+03
1.437587477796507685e+01 -3.683070843509142378e+03
7.383780603968691736e+00 -2.163894855838662806e+03
2.611235929084248042e+01 -6.541336216273321952e+03
1.090649920718764321e+01 -3.113580871288669641e+03
7.965805482960802486e+00 -2.732760005413972522e+03
8.104997276113556026e+00 -2.577893269553356731e+03
1.589208745419108126e+01 -4.335154472355196958e+03
2.177226350949209888e+01 -5.454909947853329868e+03
2.290080373640627087e+01 -5.901633831022770210e+03
1.518634810589537487e+01 -3.790397867252268043e+03
